;0;1;2;3;4
718;The Gap Into Ruin: This Day All Gods Die (Gap, #5);Stephen R. Donaldson;4,24;6,104;162
719;Space Opera (Space Opera, #1);Catherynne M. Valente;3,47;15,180;3,178
720;The Currents of Space (Galactic Empire, #2);Isaac Asimov;3,85;18,805;826
721;Heir Apparent (Rasmussem Corporation, #2);Vivian Vande Velde;4,11;10,532;813
722;The Bicentennial Man and Other Stories;Isaac Asimov;4,13;14,120;524
723;The Darkangel (Darkangel Trilogy, #1);Meredith Ann Pierce;3,91;9,323;642
724;The Naming (The Books of Pellinor, #1);Alison Croggon;4,03;26,162;1,730
725;The Awakening: Fate in Motion;Suzanne Boisvert;4,22;1,117;36
726;Firefight (The Reckoners, #2);Brandon Sanderson;4,26;98,679;6,784
727;The Horse and His Boy (Chronicles of Narnia, #5);C.S. Lewis;3,91;336,956;11,186
728;Clockwork Angel (The Infernal Devices, #1);Cassandra Clare;4,31;809,624;40,877
729;Quantum Roots (Quantum Roots, #1);Kyle Keyes;4,28;3,331;31
730;"Reaper Man (Discworld, #11; Death, #2)";Terry Pratchett;4,28;98,280;3,750
731;The Crying of Lot 49;Thomas Pynchon;3,69;83,939;5,941
732;The Memory of Earth (Homecoming, #1);Orson Scott Card;3,59;16,247;622
733;Armada;Ernest Cline;3,55;116,893;14,050
734;Mortal Engines (Mortal Engines, #1);Philip Reeve;3,76;62,668;6,216
735;Borne (Borne, #1);Jeff VanderMeer;3,93;34,413;4,235
736;Down and Out in the Magic Kingdom;Cory Doctorow;3,56;13,272;1,346
737;The Lost Colony (Artemis Fowl, #5);Eoin Colfer;4,01;154,742;2,245
738;Pawn of Prophecy (The Belgariad, #1);David Eddings;4,16;104,025;3,694
739;گم شده ای در مه;سید مرتضی مصطفوی;3,78;691;197
740;Ancillary Mercy (Imperial Radch, #3);Ann Leckie;4,21;42,073;3,304
741;Brother Odd (Odd Thomas, #3);Dean Koontz;4,00;65,634;2,649
742;Arrows of the Queen (Heralds of Valdemar, #1);Mercedes Lackey;4,13;37,405;1,326
743;Harry Potter Series Box Set (Harry Potter, #1-7);J.K. Rowling;4,74;282,004;8,189
744;The Temporal Void (Void #2);Peter F. Hamilton;4,24;22,926;569
745;Engine Summer;John Crowley;4,02;1,924;213
746;Iron Gold (Red Rising Saga, #4);Pierce Brown;4,24;75,417;5,938
747;East (East, #1);Edith Pattou;4,14;43,364;3,174
748;Ninefox Gambit (The Machineries of Empire, #1);Yoon Ha Lee;3,80;19,121;2,810
749;The Bookstore Sisters;Alice Hoffman;4,05;63,155;3,912
750;Ella Enchanted (Ella Enchanted, #1);Gail Carson Levine;4,00;408,418;11,915
751;It;Stephen King;4,25;1,052,684;33,989
752;Aftermath (Star Wars: Aftermath, #1);Chuck Wendig;3,29;31,609;3,582
753;1Q84 (1Q84, #1-3);Haruki Murakami;3,94;250,814;21,822
754;The Time Paradox (Artemis Fowl, #6);Eoin Colfer;4,08;89,606;2,479
755;Nobody's Princess (Nobody's Princess, #1);Esther M. Friesner;3,69;13,238;1,080
756;The Bad Beginning (A Series of Unfortunate Events, #1);Lemony Snicket;4,00;499,921;21,067
757;Just One Damned Thing After Another (The Chronicles of St Mary's, #1);Jodi Taylor;3,88;43,345;5,420
758;Bloodlines (Bloodlines, #1);Lindsay Anne Kendal;3,77;1,071;84
759;The Age of Miracles;Karen Thompson Walker;3,66;91,449;12,444
760;In the Hand of the Goddess (Song of the Lioness, #2);Tamora Pierce;4,23;96,382;2,385
761;Crown of Midnight (Throne of Glass, #2);Sarah J. Maas;4,35;745,602;54,563
762;Deathworld Trilogy;Harry Harrison;3,98;2,185;82
763;The Legacy of Heorot (Heorot, #1);Larry Niven;3,94;7,202;286
764;Gemina (The Illuminae Files, #2);Amie Kaufman;4,45;74,456;13,461
765;Time Out of Joint;Philip K. Dick;3,86;13,911;925
766;Messenger (The Giver, #3);Lois Lowry;3,91;132,194;9,059
767;That Hideous Strength (The Space Trilogy, #3);C.S. Lewis;3,90;38,585;2,638
768;Singularity Sky (Eschaton, #1);Charles Stross;3,84;15,255;600
769;The Twelve (The Passage, #2);Justin Cronin;4,02;97,698;8,059
770;A Curse Dark as Gold;Elizabeth C. Bunce;3,61;13,947;1,642
771;The Book of Strange New Things;Michel Faber;3,66;30,866;4,448
772;Kushiel's Dart (Phèdre's Trilogy, #1);Jacqueline Carey;4,02;78,599;4,749
773;The Short Victorious War (Honor Harrington, #3);David Weber;4,18;23,092;527
774;Babylon's Ashes (The Expanse, #6);James S.A. Corey;4,24;75,687;4,081
775;The Assassin's Blade (Throne of Glass, #0.1-0.5);Sarah J. Maas;4,28;373,906;32,760
776;Crow's Revenge (Keeper of the Realms, #1);Marcus Alexander;4,19;516;110
777;Sea of Silver Light (Otherland, #4);Tad Williams;4,15;13,972;345
778;The Reality Dysfunction Part 2: Expansion (Night's Dawn 1);Peter F. Hamilton;4,31;4,511;51
779;Partials (Partials Sequence, #1);Dan Wells;3,93;58,142;4,843
780;The Black Prism (Lightbringer, #1);Brent Weeks;4,23;119,397;6,037
781;The Water Knife;Paolo Bacigalupi;3,85;25,201;3,357
782;Dust (Silo, #3);Hugh Howey;4,25;84,584;4,991
783;Caliban's War (The Expanse, #2);James S.A. Corey;4,37;144,796;8,098
784;Tomorrow, When the War Began (Tomorrow, #1);John Marsden;4,04;54,922;3,410
785;A Case of Conscience (After Such Knowledge, #4);James Blish;3,62;6,278;530
786;The Golem and the Jinni (The Golem and the Jinni, #1);Helene Wecker;4,12;120,917;15,161
787;Dragondrums (Harper Hall, #3);Anne McCaffrey;4,10;35,304;738
788;A Sound of Thunder and Other Stories;Ray Bradbury;4,20;6,813;282
789;Prince of Thorns (The Broken Empire, #1);Mark  Lawrence;3,84;111,432;8,071
790;The People: No Different Flesh;Zenna Henderson;4,36;903;48
791;Lights on the Sea;Miquel Reina;3,97;2,618;532
792;Beyond the Shadows (Night Angel, #3);Brent Weeks;4,27;96,542;2,457
793;The Engines of God (The Academy, #1);Jack McDevitt;3,83;9,398;606
794;Slow River;Nicola Griffith;3,85;3,974;376
795;Plague of Angels (The Descended, #1);John Patrick Kennedy;3,49;1,082;168
796;Steelheart (The Reckoners, #1);Brandon Sanderson;4,14;175,737;15,156
797;Oathbreakers (Vows and Honor, #2);Mercedes Lackey;4,19;15,659;195
798;Rite of Passage;Alexei Panshin;3,84;3,523;275
799;Dealing with Dragons (Enchanted Forest Chronicles, #1);Patricia C. Wrede;4,15;89,579;4,164
800;The Power of Six (Lorien Legacies, #2);Pittacus Lore;4,15;134,654;6,695
801;The Android's Dream;John Scalzi;3,98;21,481;1,880
802;The Collapsing Empire (The Interdependency, #1);John Scalzi;4,11;50,910;4,899
803;A Door Into Ocean (Elysium Cycle, #1);Joan Slonczewski;3,98;2,264;228
804;The Queen of Attolia (The Queen's Thief, #2);Megan Whalen Turner;4,17;45,044;4,569
805;Crown Duel (Crown & Court, #1-2);Sherwood Smith;4,19;25,109;1,108
806;A Million Suns (Across the Universe, #2);Beth Revis;4,01;53,841;4,101
807;Only Good Enemies (Galactic Bonds #2);Jennifer Estep;4,21;1,467;117
808;I'll Stop the World;Lauren Thoman;4,00;10,552;989
809;The Gripping Hand (Moties, #2);Larry Niven;3,83;11,652;312
810;"Going Postal (Discworld, #33; Moist von Lipwig, #1)";Terry Pratchett;4,40;120,190;4,214
811;The Fairy Godmother (Five Hundred Kingdoms, #1);Mercedes Lackey;3,98;18,338;1,099
812;Beauty: A Retelling of the Story of Beauty and the Beast;Robin McKinley;4,05;78,937;5,716
813;The Shadow of the Wind (The Cemetery of Forgotten Books, #1);Carlos Ruiz Zafón;4,29;607,250;48,697
814;The Goose Girl (The Books of Bayern, #1);Shannon Hale;4,13;141,959;10,832
815;Terrier (Beka Cooper, #1);Tamora Pierce;4,15;67,567;2,119
816;Embassytown;China Miéville;3,89;31,004;3,494
817;The Long Earth (The Long Earth, #1);Terry Pratchett;3,78;57,688;5,288
818;Jackaroo (Tales of the Kingdom, #1);Cynthia Voigt;3,93;4,923;329
819;Island in the Sea of Time (Nantucket, #1);S.M. Stirling;4,01;8,022;506
820;The Humans;Matt Haig;4,08;108,885;12,638
821;Alien Species Intervention (Species Intervention #6609, #1-3);J.K. Accinni;3,84;1,094;199
822;Riddley Walker;Russell Hoban;4,01;7,936;956
823;Hive (Species Intervention #6609, #4);J.K. Accinni;4,39;362;92
824;The Book of Lost Things (The Book of Lost Things, #1);John Connolly;3,96;77,395;8,896
825;The Girl of Fire and Thorns (Fire and Thorns, #1);Rae Carson;3,78;80,863;7,578
826;The 100 (The 100, #1);Kass Morgan;3,57;71,938;8,042
827;New Moon (The Twilight Saga, #2);Stephenie Meyer;3,59;1,846,547;55,815
828;West of Eden (West of Eden, #1);Harry Harrison;3,84;3,438;188
829;Catseye (Dipple, #1);Andre Norton;3,92;2,698;207
830;The Sea of Monsters (Percy Jackson and the Olympians, #2);Rick Riordan;4,24;1,068,447;41,477
831;Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2);Lewis Carroll;4,02;132,782;4,382
832;Pines (Wayward Pines, #1);Blake Crouch;3,94;115,829;9,571
833;Touching Darkness (Midnighters, #2);Scott Westerfeld;3,90;19,574;827
834;Sleeping Giants (Themis Files, #1);Sylvain Neuvel;3,82;87,784;12,143
835;Max (Maximum Ride, #5);James Patterson;4,06;72,966;2,353
836;The Supernaturalist;Eoin Colfer;3,86;28,382;1,254
837;Native Tongue (Native Tongue, #1);Suzette Haden Elgin;4,01;3,898;491
838;When You Reach Me;Rebecca Stead;4,08;108,222;13,270
839;Fiasco;Stanisław Lem;4,11;4,106;360
840;The Book of Three (The Chronicles of Prydain, #1);Lloyd Alexander;3,98;77,746;3,964
841;Inside Out (Insider, #1);Maria V. Snyder;3,81;24,189;1,932
