;0;1;2;3;4
744;Hit or Myth (Myth Adventures, #4);Robert Lynn Asprin;4,06;9,847;160
745;Tower of Glass;Michael Kelahan;3,74;1,805;134
746;Wicked Embers (Souls of Fire, #2);Keri Arthur;3,89;1,660;129
747;The Secret Hour (Midnighters, #1);Scott Westerfeld;3,81;29,501;2,068
748;The Patchwork Girl of Oz (Oz, #7);L. Frank Baum;3,87;8,604;479
749;The Mask of Mirrors (Rook & Rose, #1);M.A. Carrick;4,07;6,342;1,369
750;Locke & Key, Vol. 1: Welcome to Lovecraft;Joe Hill;4,15;95,015;6,289
751;King David's Spaceship;Jerry Pournelle;3,86;2,107;65
752;The Unsleeping Eye;D.G. Compton;3,56;630;105
753;The Shadowy Horses;Susanna Kearsley;3,96;21,024;2,136
754;Carpe Diem (Liaden Universe, #10);Sharon Lee;4,36;2,360;97
755;Spirit (Elemental, #3);Brigid Kemmerer;3,97;8,769;880
756;Siegfried, Tome 1;Alex Alice;4,11;662;81
757;Dead Spots (Scarlett Bernard, #1);Melissa F. Olson;3,90;9,034;742
758;To Hold Up the Sky;Liu Cixin;3,82;3,738;496
759;A Psalm for the Wild-Built (Monk & Robot, #1);Becky  Chambers;4,29;80,225;14,285
760;Marching Through Georgia (Draka, #1);S.M. Stirling;3,77;1,059;33
761;Named of the Dragon;Susanna Kearsley;3,83;9,140;932
762;Angel with the Sword (Merovingen Nights, #0);C.J. Cherryh;3,83;987;59
763;Plan B (Liaden Universe, #11);Sharon Lee;4,42;2,507;97
764;Mutineer (Kris Longknife, #1);Mike Shepherd;3,90;5,743;282
765;Hunters of the Red Moon (Hunters, #1);Marion Zimmer Bradley;3,82;1,142;56
766;The Secret Life of Sparrow Delaney;Suzanne Harper;3,87;1,700;176
767;Trail of Dead (Scarlett Bernard, #2);Melissa F. Olson;4,09;6,486;357
768;Night Lamp;Jack Vance;3,74;758;66
769;A Memory Called Empire (Teixcalaan, #1);Arkady Martine;4,13;51,296;7,027
770;Back to the Stone Age (Pellucidar, #5);Edgar Rice Burroughs;3,79;759;41
771;Hunter's Trail (Scarlett Bernard, #3);Melissa F. Olson;4,22;5,506;320
772;The Pnume (Planet of Adventure, #4);Jack Vance;4,02;1,214;78
773;Steel Crow Saga;Paul   Krueger;3,92;3,539;872
774;Going Rogue (Spells, Swords, & Stealth #3);Drew  Hayes;4,43;5,107;302
775;A Meeting at Corvallis (Emberverse, #3);S.M. Stirling;4,04;7,796;310
776;Deus Irae;Philip K. Dick;3,45;3,275;212
777;Fires of Azeroth (Morgaine & Vanye, #3);C.J. Cherryh;4,05;1,234;43
778;"Fledgling (Theo Waitley, #1; Liaden Universe, #12)";Sharon Lee;4,26;3,149;193
779;The Salamander Spell (The Tales of the Frog Princess, #5);E.D. Baker;3,99;6,391;238
780;Night's Master  (Tales from the Flat Earth #1);Tanith Lee;4,04;2,790;351
781;The Beast of the Rails (The Second Journey of Agatha Heterodyne Volume 1)(Girl Genius, #14);Phil Foglio;4,40;381;34
782;Split the Party (Spells, Swords, & Stealth, #2);Drew  Hayes;4,27;6,372;347
783;On the Oceans of Eternity (Nantucket, #3);S.M. Stirling;4,02;4,353;162
784;God Bless You, Dr. Kevorkian;Kurt Vonnegut Jr.;3,86;16,314;933
785;Well of Shiuan (Morgaine & Vanye, #2);C.J. Cherryh;3,93;1,372;57
786;Lasher (Lives of the Mayfair Witches, #2);Anne Rice;3,87;61,195;1,253
787;Janua vera;Jean-Philippe Jaworski;4,26;842;54
788;Agatha Heterodyne and the Sleeping City (Girl Genius, #13);Phil Foglio;4,29;577;50
789;Siege Tactics;Drew  Hayes;4,39;3,535;215
790;Grass for His Pillow (Tales of the Otori, #2);Lian Hearn;4,04;24,647;756
791;The Scourge of God (Emberverse, #5);S.M. Stirling;3,93;5,052;184
792;The Long Night of Centauri Prime (Babylon 5: Legions of Fire, #1);Peter David;4,08;856;47
793;Effendi;Jon Courtenay Grimwood;4,01;781;35
794;Lest Darkness Fall;L. Sprague de Camp;3,93;2,959;230
795;The Bromeliad Trilogy;Terry Pratchett;4,09;7,219;283
796;A Time of Omens (The Westlands, #2);Katharine Kerr;4,12;4,827;73
797;Midnight Curse (Disrupted Magic, #1);Melissa F. Olson;4,17;4,638;317
798;Agatha Heterodyne and the Guardian Muse (Girl Genius, #10);Phil Foglio;4,43;1,189;48
799;The Star Wars Trilogy;George Lucas;4,26;7,752;373
800;Maska (Stanisław Lem. Dzieła, #29);Stanisław Lem;3,94;557;39
801;Fire Star (The Last Dragon Chronicles, #3);Chris d'Lacey;3,93;17,060;546
802;A Time of Exile (The Westlands, #1);Katharine Kerr;4,02;7,059;87
803;Free Agent (Grimm Agency, #1);J.C. Nelson;3,61;1,700;213
804;Agatha Heterodyne and the Heirs of the Storm (Girl Genius, #9);Phil Foglio;4,42;1,475;59
805;The Institute;Stephen King;4,20;248,745;24,930
806;The Little Sisters of Eluria (Stephen King's The Dark Tower: The Gunslinger, #2);Robin Furth;4,25;3,541;162
807;Wish Bound (Grimm Agency, #3);J.C. Nelson;3,93;521;54
808;Agatha Heterodyne and the Voice of the Castle (Girl Genius, #7);Phil Foglio;4,45;1,683;62
809;The Oresteia: Agamemnon, The Libation Bearers, The Eumenides;Aeschylus;4,01;43,072;1,656
810;City of the Chasch (Planet of Adventure, #1);Jack Vance;3,80;1,784;179
811;NPCs (Spells, Swords, & Stealth #1);Drew  Hayes;4,05;12,427;1,127
812;The Big Jump;Leigh Brackett;3,36;211;42
813;With a Tangled Skein (Incarnations of Immortality, #3);Piers Anthony;4,00;20,642;342
814;A Scientific Romance;Ronald Wright;3,64;601;66
815;The Paradise War (The Song of Albion, #1);Stephen R. Lawhead;4,05;10,158;557
816;Viriconium (Viriconium #1-4);M. John Harrison;3,81;2,496;239
817;Fifty Degrees Below (Science in the Capital, #2);Kim Stanley Robinson;3,72;2,789;212
818;Vulcan's Forge;Susan Shwartz;3,89;1,157;53
819;The Eye of the Forest (Children of the Lamp, #5);P.B. Kerr;3,96;4,455;84
820;The Brimstone Deception (SPI Files, #3);Lisa Shearin;4,07;1,971;138
821;Agatha Heterodyne and the Circus of Dreams (Girl Genius, #4);Phil Foglio;4,38;1,957;60
822;Star Wars: The Force Awakens (Star Wars Novelizations, #7);Alan Dean Foster;3,71;17,115;2,347
823;Wyst: Alastor 1716;Jack Vance;4,00;540;38
824;The Bane of the Black Sword (The Elric Saga, #5);Michael Moorcock;4,03;7,515;140
825;Robots vs. Fairies;Dominik Parisien;3,82;1,172;290
826;Red Sister (Book of the Ancestor #1);Mark  Lawrence;4,17;55,434;5,886
827;Antarctica;Kim Stanley Robinson;3,80;3,063;259
828;Vulcan's Heart;Josepha Sherman;3,84;788;48
829;Little (Grrl) Lost (Newford, #16);Charles de Lint;3,74;1,979;162
830;Greenmantle;Charles de Lint;4,01;3,365;118
831;Agatha Heterodyne and the Monster Engine (Girl Genius, #3);Phil Foglio;4,41;2,126;58
832;Bloodline;Claudia Gray;4,08;23,567;2,707
833;The Genius Plague;David  Walton;3,74;3,457;502
834;Sixty Days and Counting (Science in the Capital, #3);Kim Stanley Robinson;3,69;2,284;196
835;A Rock and a Hard Place (Star Trek: The Next Generation #10);Peter David;3,64;1,657;76
836;The Day of the Djinn Warriors (Children of the Lamp, #4);P.B. Kerr;3,95;6,602;129
837;The Little Country;Charles de Lint;4,08;4,209;188
838;Agatha Heterodyne and the Airship City (Girl Genius, #2);Phil Foglio;4,30;2,602;90
839;Dorothy and the Wizard in Oz (Oz, #4);L. Frank Baum;3,75;13,413;791
840;Phasma (Journey to Star Wars: The Last Jedi, #2);Delilah S. Dawson;3,78;10,895;1,379
841;Big Planet;Jack Vance;3,64;1,062;70
842;The Gradual;Christopher Priest;3,69;655;117
843;Sarek (Star Trek: The Original Series Unnumbered);A.C. Crispin;4,05;2,146;136
844;A for Anything;Damon Knight;3,24;160;32
845;Dragon Kiss (The Tales of the Frog Princess, #7);E.D. Baker;4,10;5,201;156
846;Moonheart;Charles de Lint;4,05;6,521;434
847;The Nameless City;H.P. Lovecraft;3,63;4,972;353
848;The Reformed Vampire Support Group;Catherine Jinks;3,50;5,380;871
849;Empire's End (Star Wars: Aftermath, #3);Chuck Wendig;3,80;12,612;1,105
850;Emphyrio;Jack Vance;3,89;2,525;148
851;Burn (Pure, #3);Julianna Baggott;3,64;5,050;701
852;The Rook (The Checquy Files, #1);Daniel O'Malley;4,10;57,047;7,473
853;Double, Double (Star Trek: The Original Series #45);Michael Jan Friedman;3,50;605;49
854;The Sleeping Dragon;Joel Rosenberg;3,99;5,289;208
855;No Place for Magic (The Tales of the Frog Princess, #4);E.D. Baker;4,14;9,467;269
856;Catalyst: A Rogue One Novel;James Luceno;3,74;17,776;1,893
857;The Weird Of The White Wolf (Elric of Melniboné, #3);Michael Moorcock;3,95;10,020;304
858;The Queen of Spades;Alexander Pushkin;3,93;12,075;727
859;Midnight Riot (Rivers of London, #1);Ben Aaronovitch;3,87;124,351;11,563
860;A Call to Darkness (Star Trek: The Next Generation #9);Michael Jan Friedman;3,27;925;52
861;Doctor's Orders (Star Trek: The Original Series #50);Diane Duane;3,97;2,118;162
862;The Long Loud Silence;Wilson Tucker;3,52;232;33
863;Voyager in Night (Age of Exploration, #2);C.J. Cherryh;3,55;502;36
864;Dragon's Breath (The Tales of the Frog Princess, #2);E.D. Baker;4,06;12,523;423
865;Shadowed Souls;Jim Butcher;3,79;4,162;519
866;The Sailor on the Seas of Fate (The Elric Saga, #2);Michael Moorcock;3,93;11,300;478
867;The Silver Key;H.P. Lovecraft;3,56;1,424;109
868;The Great Troll War (The Last Dragonslayer, #4);Jasper Fforde;4,19;1,277;174
869;Dragonsbane (Winterlands, #1);Barbara Hambly;3,96;7,190;553
870;Wizard's Bane (Wiz, #1);Rick Cook;3,83;2,186;107
871;Silver on the Tree (The Dark is Rising, #5);Susan Cooper;4,11;34,132;911
872;The Butter Battle Book;Dr. Seuss;4,15;14,102;673
873;Bubble (The Game Trilogy #3);Anders de la Motte;3,70;1,488;161
874;Dragonseye (Pern, #13);Anne McCaffrey;4,04;13,837;272
875;Charlie Bone and the Shadow (The Children of the Red King, #7);Jenny Nimmo;4,03;16,160;341
876;Stormbringer (Elric of Melniboné, #6);Michael Moorcock;4,17;9,657;223
877;Hellbender (Fangborn, #3);Dana Cameron;3,98;543;48
878;The Other Wind (Earthsea Cycle, #6);Ursula K. Le Guin;4,18;26,018;1,633
879;The Oldest Dance (Wisdom Revolution, #2);Misba;4,59;5,731;857
