;0;1;2;3;4
723;Before They Are Hanged (The First Law, #2);Joe Abercrombie;4,34;159,776;7,146
724;Glasshouse;Charles Stross;3,88;11,103;643
725;Inheritor (Foreigner, #3);C.J. Cherryh;4,20;4,278;159
726;Chosen (House of Night, #3);P.C. Cast;3,91;240,195;4,814
727;Triss (Redwall, #15);Brian Jacques;4,01;12,868;193
728;Deadhouse Gates (Malazan Book of the Fallen, #2);Steven Erikson;4,26;70,304;3,333
729;The Wheel of time series by Robert Jordan (1-11);Robert Jordan;4,59;6,784;241
730;Blood Red Road (Dust Lands, #1);Moira Young;3,91;61,380;5,838
731;Catspaw (Cat, #2);Joan D. Vinge;4,14;2,254;103
732;A Plague of Angels (Plague of Angels, #1);Sheri S. Tepper;3,82;2,304;115
733;Miles in Love (Vorkosigan Omnibus, #6);Lois McMaster Bujold;4,53;3,727;138
734;A Voyage to Arcturus;David  Lindsay;3,54;3,309;464
735;The Color of Distance;Amy Thomson;4,27;873;86
736;For Love of Mother-Not (Pip & Flinx, #5);Alan Dean Foster;4,02;4,724;189
737;Precursor (Foreigner, #4);C.J. Cherryh;4,24;3,660;124
738;The Lives of Tao (Tao, #1);Wesley Chu;3,75;8,730;1,084
739;The Battle of Corrin (Legends of Dune, #3);Brian Herbert;3,78;13,459;354
740;The Talisman (The Talisman, #1);Stephen King;4,12;125,562;4,673
741;The Dragon Masters;Jack Vance;3,81;1,464;138
742;The Bear and the Nightingale (The Winternight Trilogy, #1);Katherine Arden;4,10;186,498;25,471
743;Life After Life (Todd Family #1);Kate Atkinson;3,78;223,266;26,281
744;The Hobbit, Part One;J.R.R. Tolkien;4,31;376,779;709
745;Schild's Ladder;Greg Egan;3,93;3,614;255
746;Blood Song (Raven's Shadow, #1);Anthony Ryan;4,42;83,541;4,601
747;The Shockwave Rider;John Brunner;3,93;3,975;258
748;Dead Until Dark (Sookie Stackhouse, #1);Charlaine Harris;3,97;531,788;19,803
749;Pretender (Foreigner, #8);C.J. Cherryh;4,27;2,699;80
750;Invader (Foreigner, #2);C.J. Cherryh;4,17;4,861;215
751;Westworld;Michael Crichton;3,73;2,096;56
752;Dragonfly in Amber (Outlander, #2);Diana Gabaldon;4,34;344,279;17,227
753;The Einstein Intersection;Samuel R. Delany;3,55;5,479;574
754;Key Out of Time (Time Traders / Ross Murdock #4);Andre Norton;3,84;1,444;79
755;Needle (Needle, #1);Hal Clement;3,86;644;63
756;The Eyes of the Dragon;Stephen King;3,94;124,441;6,230
757;Yarrow;Charles de Lint;3,91;2,597;105
758;The Goblin Emperor (The Goblin Emperor, #1);Katherine Addison;4,07;43,143;6,902
759;The Phoenix Exultant (Golden Age, #2);John C. Wright;4,12;1,910;83
760;The Adversary (Saga of Pliocene Exile, #4);Julian  May;4,23;5,672;115
761;Q-Squared;Peter David;4,01;3,985;213
762;Destroyer (Foreigner, #7);C.J. Cherryh;4,23;2,811;92
763;The Ones Who Walk Away from Omelas;Ursula K. Le Guin;4,37;37,826;4,035
764;Where Late the Sweet Birds Sang;Kate Wilhelm;3,85;10,037;840
765;Steel Beach;John Varley;3,98;3,176;190
766;V;A.C. Crispin;3,88;1,416;70
767;Drinking Sapphire Wine (Four-BEE, #2);Tanith Lee;4,21;629;38
768;The Skinner (Spatterjay, #1);Neal Asher;4,15;6,361;311
769;Half-Blood (Covenant, #1);Jennifer L. Armentrout;4,10;100,170;7,569
770;In Conquest Born (In Conquest Born, #1);C.S. Friedman;3,89;2,838;162
771;Radio Free Albemuth;Philip K. Dick;3,81;6,170;390
772;He, She and It;Marge Piercy;3,98;5,578;473
773;The Magician King (The Magicians, #2);Lev Grossman;3,92;97,043;7,044
774;The Mad Ship (Liveship Traders, #2);Robin Hobb;4,28;63,671;2,678
775;The Legend of Huma (Dragonlance: Heroes, #1);Richard A. Knaak;4,04;19,408;230
776;Singularity;William Sleator;4,04;1,761;145
777;Courtship Rite;Donald Kingsbury;3,96;562;52
778;The Crystal World;J.G. Ballard;3,61;4,301;308
779;"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)";Tad Williams;4,21;18,919;301
780;The John Varley Reader;John Varley;4,28;633;70
781;"Wintersmith (Discworld, #35; Tiffany Aching, #3)";Terry Pratchett;4,24;60,788;2,157
782;Islands in the Net;Bruce Sterling;3,66;5,092;156
783;Mars (The Grand Tour, #4);Ben Bova;3,85;8,486;334
784;Imzadi;Peter David;3,92;6,001;390
785;Luck in the Shadows (Nightrunner, #1);Lynn Flewelling;4,09;21,092;1,450
786;The Raw Shark Texts;Steven  Hall;3,83;20,240;2,054
787;Labyrinth (Vorkosigan Saga, #5.2);Lois McMaster Bujold;4,15;4,640;190
788;Alif the Unseen;G. Willow Wilson;3,84;17,361;2,862
789;Pixel Juice;Jeff Noon;3,95;1,326;39
790;The Search for Fierra (Empyrion, #1);Stephen R. Lawhead;3,96;1,326;39
791;Trouble on Triton: An Ambiguous Heterotopia;Samuel R. Delany;3,70;2,106;229
792;Science Fiction 101;Robert Silverberg;4,16;227;36
793;Rosemary's Baby (Rosemary's Baby, #1);Ira Levin;4,03;134,852;6,233
794;Babel-17/Empire Star;Samuel R. Delany;3,93;2,148;226
795;Only You Can Save Mankind (Johnny Maxwell, #1);Terry Pratchett;3,73;12,900;585
796;King of Thorns (The Broken Empire, #2);Mark  Lawrence;4,19;64,535;3,136
797;The Elric Saga Part I (Elric Saga, #1-3);Michael Moorcock;4,10;4,574;156
798;Embers (The Wings of War, #1);Karen Ann Hopkins;3,87;1,321;151
799;A Day for Damnation;David Gerrold;4,09;1,218;34
800;Sentenced to Prism (Humanx Commonwealth, #12);Alan Dean Foster;4,02;1,826;87
801;"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)";Tad Williams;4,22;22,933;387
802;The Search for WondLa (The Search for WondLa, #1);Tony DiTerlizzi;4,09;12,596;1,762
803;Agent to the Stars;John Scalzi;3,91;20,773;1,956
804;Cuckoo's Egg (Age of Exploration, #3);C.J. Cherryh;3,96;1,736;97
805;Batman: The Dark Knight Returns;Frank Miller;4,26;183,186;4,168
806;Fortune's Pawn (Paradox, #1);Rachel Bach;3,94;15,158;1,859
807;Poseidon’s Children (The Legacy of the Gods, #1);Michael  West;3,48;423;66
808;Undertow (Undertow, #1);K.R. Conway;4,01;636;248
809;The Black Swans (The Antrim Cycle, #1);N.W. Moors;4,23;101;53
810;Cara's Twelve;Chantel Seabrook;3,97;1,360;205
811;These Mean Streets, Darkly (Liquid Cool #0.5);Austin Dragon;3,67;203;67
812;Hell Divers (Hell Divers, #1);Nicholas Sansbury Smith;3,86;12,636;1,276
813;Sentience;Courtney P. Hunter;3,94;102;55
814;Timesplash (Timesplash, #1);Graham Storrs;3,45;400;72
815;Elric of Melniboné (The Elric Saga, #1);Michael Moorcock;3,89;27,007;1,417
816;The Last Sun (The Tarot Sequence, #1);K.D. Edwards;4,20;8,576;1,560
817;The Hanged Man (The Tarot Sequence, #2);K.D. Edwards;4,55;5,539;834
818;Better than Life (Red Dwarf #2);Grant Naylor;4,08;12,446;239
819;Spook House (Harmony, Indiana, #3);Michael  West;3,80;251;57
820;The Black River Chronicles: Level One (Black River Academy, #1);David Tallerman;4,01;449;38
821;Natural Selection;Dave Freedman;3,48;1,327;166
822;Demon Possession (Shadow Quest, #1);Kiersten Fay;3,92;4,656;469
823;The Thorn and the Sinking Stone;C.J. Dushinski;3,61;129;65
824;Blue Adept (Apprentice Adept, #2);Piers Anthony;3,96;13,990;146
825;Farsighted (Farsighted, #1);Emlyn Chand;3,73;904;316
826;Demon Slave (Shadow Quest, #2);Kiersten Fay;4,02;1,823;106
827;Demon Retribution (Shadow Quest, #3);Kiersten Fay;4,09;1,312;79
828;The Path of Daggers (The Wheel of Time, #8);Robert Jordan;3,92;138,038;3,529
829;What It is Like to Go to War;Karl Marlantes;3,99;9,201;836
830;Wizard (Gaea, #2);John Varley;4,06;5,512;131
831;The Seclusion (The Seclusion series, 1);Jacqui Castle;3,94;631;162
832;How It Unfolds (The Far Reaches, #1);James S.A. Corey;4,03;4,604;306
833;The World Jones Made;Philip K. Dick;3,65;3,489;260
834;The Mabinogion Tetralogy;Evangeline Walton;4,22;1,162;91
835;The Ten Riddles of Eartha Quicksmith;Loris Owen;4,34;189;40
